n,db_id_1,db_id_2,rmsd,tm_score,q_score,ssap_score,search_mode,search_type
84,AF-A0A0B5A8P4-F1-model_v3,AF-R4ILB7-F1-model_v3,2,9401,0,3182,top_aligned,contained_in
85,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CJ64-F1-model_v3,3,0294,0,3180,top_aligned,contained_in
86,AF-A0A0B5A8P4-F1-model_v3,AF-A0A3G3C7U9-F1-model_v3,3,2155,0,3179,top_aligned,contained_in
87,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPH6-F1-model_v3,3,9884,0,3175,top_aligned,contained_in
88,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKM6-F1-model_v3,3,2420,0,3174,top_aligned,contained_in
89,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPB7-F1-model_v3,3,6989,0,3173,top_aligned,contained_in
90,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291NVV2-F1-model_v3,4,9262,0,3172,top_aligned,contained_in
91,AF-A0A0B5A8P4-F1-model_v3,AF-S4UKB3-F1-model_v3,2,2873,0,3168,top_aligned,contained_in
92,AF-A0A0B5A8P4-F1-model_v3,AF-S4UK86-F1-model_v3,2,4908,0,3167,top_aligned,contained_in
93,AF-A0A0B5A8P4-F1-model_v3,AF-X5IWM4-F1-model_v3,3,3977,0,3164,top_aligned,contained_in
94,AF-A0A0B5A8P4-F1-model_v3,AF-A0A075IR52-F1-model_v3,2,7919,0,3161,top_aligned,contained_in
95,AF-A0A0B5A8P4-F1-model_v3,AF-R4ILB6-F1-model_v3,2,8421,0,3160,top_aligned,contained_in
96,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QLB8-F1-model_v3,3,5573,0,3159,top_aligned,contained_in
97,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C289-F1-model_v3,3,7581,0,3148,top_aligned,contained_in
98,AF-A0A0B5A8P4-F1-model_v3,AF-S4UK97-F1-model_v3,3,4451,0,3146,top_aligned,contained_in
99,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKY5-F1-model_v3,2,6706,0,3144,top_aligned,contained_in
100,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKW1-F1-model_v3,2,8136,0,3143,top_aligned,contained_in
101,AF-A0A0B5A8P4-F1-model_v3,AF-P58920-F1-model_v3,3,3101,0,3142,top_aligned,contained_in
102,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKZ4-F1-model_v3,2,4742,0,3136,top_aligned,contained_in
103,AF-A0A0B5A8P4-F1-model_v3,AF-H2BJZ7-F1-model_v3,3,4603,0,3134,top_aligned,contained_in
104,AF-A0A0B5A8P4-F1-model_v3,AF-F5C3U4-F1-model_v3,3,6174,0,3131,top_aligned,contained_in
105,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SAN3-F1-model_v3,3,7721,0,3128,top_aligned,contained_in
106,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPC1-F1-model_v3,4,2454,0,3125,top_aligned,contained_in
107,AF-A0A0B5A8P4-F1-model_v3,AF-X5IGW5-F1-model_v3,2,3803,0,3121,top_aligned,contained_in
108,AF-A0A0B5A8P4-F1-model_v3,AF-X5IFX3-F1-model_v3,3,0913,0,3119,top_aligned,contained_in
109,AF-A0A0B5A8P4-F1-model_v3,AF-C0HKF6-F1-model_v3,3,8003,0,3118,top_aligned,contained_in
110,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKD2-F1-model_v3,4,2753,0,3109,top_aligned,contained_in
111,AF-A0A0B5A8P4-F1-model_v3,AF-S4UKI6-F1-model_v3,2,7847,0,3105,top_aligned,contained_in
112,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPJ0-F1-model_v3,3,2824,0,3103,top_aligned,contained_in
113,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S7B8-F1-model_v3,4,0418,0,3100,top_aligned,contained_in
114,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QHJ9-F1-model_v3,2,6133,0,3100,top_aligned,contained_in
115,AF-A0A0B5A8P4-F1-model_v3,AF-W4VRZ6-F1-model_v3,2,5399,0,3098,top_aligned,contained_in
116,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291NVW0-F1-model_v3,4,6294,0,3097,top_aligned,contained_in
117,AF-A0A0B5A8P4-F1-model_v3,AF-X5IWQ5-F1-model_v3,3,1083,0,3095,top_aligned,contained_in
118,AF-A0A0B5A8P4-F1-model_v3,AF-F5C0A0-F1-model_v3,3,5126,0,3091,top_aligned,contained_in
119,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKT0-F1-model_v3,2,9053,0,3091,top_aligned,contained_in
120,AF-A0A0B5A8P4-F1-model_v3,AF-H2BJZ9-F1-model_v3,3,7149,0,3090,top_aligned,contained_in
121,AF-A0A0B5A8P4-F1-model_v3,AF-X5IXX6-F1-model_v3,3,4686,0,3085,top_aligned,contained_in
122,AF-A0A0B5A8P4-F1-model_v3,AF-D9IWN5-F1-model_v3,2,7872,0,3084,top_aligned,contained_in
123,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIV9-F1-model_v3,3,8864,0,3083,top_aligned,contained_in
124,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C2L6-F1-model_v3,3,3643,0,3081,top_aligned,contained_in
125,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0B4-F1-model_v3,3,4920,0,3080,top_aligned,contained_in
126,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKY3-F1-model_v3,2,7541,0,3079,top_aligned,contained_in
127,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPD3-F1-model_v3,3,8927,0,3078,top_aligned,contained_in
128,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJP3-F1-model_v3,3,0652,0,3075,top_aligned,contained_in
129,AF-A0A0B5A8P4-F1-model_v3,AF-Q9TVN1-F1-model_v3,3,1513,0,3067,top_aligned,contained_in
130,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKV8-F1-model_v3,2,8369,0,3065,top_aligned,contained_in
131,AF-A0A0B5A8P4-F1-model_v3,AF-Q9XZK9-F1-model_v3,3,4922,0,3065,top_aligned,contained_in
132,AF-A0A0B5A8P4-F1-model_v3,AF-W4VRZ4-F1-model_v3,3,3748,0,3063,top_aligned,contained_in
133,AF-A0A0B5A8P4-F1-model_v3,AF-S4UKB5-F1-model_v3,3,3184,0,3062,top_aligned,contained_in
134,AF-A0A0B5A8P4-F1-model_v3,AF-Q9XZK3-F1-model_v3,4,1983,0,3061,top_aligned,contained_in
135,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKR0-F1-model_v3,2,3396,0,3060,top_aligned,contained_in
136,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKV9-F1-model_v3,3,3873,0,3058,top_aligned,contained_in
137,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPG3-F1-model_v3,3,2855,0,3057,top_aligned,contained_in
138,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPI7-F1-model_v3,3,5923,0,3056,top_aligned,contained_in
139,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U647-F1-model_v3,3,6359,0,3054,top_aligned,contained_in
140,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJN8-F1-model_v3,2,8020,0,3054,top_aligned,contained_in
141,AF-A0A0B5A8P4-F1-model_v3,AF-R4ILH3-F1-model_v3,3,1579,0,3049,top_aligned,contained_in
142,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKW2-F1-model_v3,3,1134,0,3049,top_aligned,contained_in
143,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CJ66-F1-model_v3,4,0042,0,3047,top_aligned,contained_in
144,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0X4-F1-model_v3,3,4536,0,3046,top_aligned,contained_in
145,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSA6-F1-model_v3,2,9887,0,3046,top_aligned,contained_in
146,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S4Z6-F1-model_v3,2,7489,0,3046,top_aligned,contained_in
147,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSL1-F1-model_v3,3,4996,0,3043,top_aligned,contained_in
148,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIZ3-F1-model_v3,4,4000,0,3039,top_aligned,contained_in
149,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPH5-F1-model_v3,3,3495,0,3039,top_aligned,contained_in
150,AF-A0A0B5A8P4-F1-model_v3,AF-P56636-F1-model_v3,3,4725,0,3037,top_aligned,contained_in
151,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0R3-F1-model_v3,3,2587,0,3036,top_aligned,contained_in
152,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKQ1-F1-model_v3,3,7119,0,3036,top_aligned,contained_in
153,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPC9-F1-model_v3,3,3807,0,3033,top_aligned,contained_in
154,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKH1-F1-model_v3,3,6135,0,3032,top_aligned,contained_in
155,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPG1-F1-model_v3,3,7655,0,3029,top_aligned,contained_in
156,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKS6-F1-model_v3,3,4608,0,3028,top_aligned,contained_in
157,AF-A0A0B5A8P4-F1-model_v3,AF-A0A142C1B2-F1-model_v3,3,8121,0,3025,top_aligned,contained_in
158,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIY9-F1-model_v3,4,4042,0,3018,top_aligned,contained_in
159,AF-A0A0B5A8P4-F1-model_v3,AF-P05484-F1-model_v3,3,2989,0,3017,top_aligned,contained_in
160,AF-A0A0B5A8P4-F1-model_v3,AF-F5BDH1-F1-model_v3,3,4128,0,3017,top_aligned,contained_in
161,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKW0-F1-model_v3,2,6676,0,3011,top_aligned,contained_in
162,AF-A0A0B5A8P4-F1-model_v3,AF-X5IWN2-F1-model_v3,3,3654,0,3009,top_aligned,contained_in
163,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPI6-F1-model_v3,3,2409,0,3008,top_aligned,contained_in
164,AF-A0A0B5A8P4-F1-model_v3,AF-H2BJZ6-F1-model_v3,3,8764,0,3007,top_aligned,contained_in
165,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKL5-F1-model_v3,3,6990,0,3006,top_aligned,contained_in
166,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKZ2-F1-model_v3,3,5779,0,3004,top_aligned,contained_in
167,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S4Y3-F1-model_v3,3,2704,0,3003,top_aligned,contained_in
168,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKS9-F1-model_v3,3,3341,0,3002,top_aligned,contained_in
169,AF-A0A0B5A8P4-F1-model_v3,AF-R4ILH2-F1-model_v3,3,3415,0,3002,top_aligned,contained_in
170,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2GVI2-F1-model_v3,3,4455,0,3001,top_aligned,contained_in
171,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJV3-F1-model_v3,2,4922,0,3000,top_aligned,contained_in
172,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPI3-F1-model_v3,3,5834,0,2997,top_aligned,contained_in
173,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0P0CQR9-F1-model_v3,3,8816,0,2995,top_aligned,contained_in
174,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0S7-F1-model_v3,4,0591,0,2993,top_aligned,contained_in
175,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2GUQ1-F1-model_v3,3,4921,0,2988,top_aligned,contained_in
176,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJT2-F1-model_v3,2,8984,0,2987,top_aligned,contained_in
177,AF-A0A0B5A8P4-F1-model_v3,AF-P0C1W3-F1-model_v3,3,9473,0,2987,top_aligned,contained_in
178,AF-A0A0B5A8P4-F1-model_v3,AF-S4UK88-F1-model_v3,2,5061,0,2987,top_aligned,contained_in
179,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9U5-F1-model_v3,3,0609,0,2986,top_aligned,contained_in
180,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S7Z5-F1-model_v3,3,5775,0,2983,top_aligned,contained_in
181,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SDX4-F1-model_v3,3,7717,0,2983,top_aligned,contained_in
182,AF-A0A0B5A8P4-F1-model_v3,AF-Q9XYZ0-F1-model_v3,2,2375,0,2974,top_aligned,contained_in
183,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9P9-F1-model_v3,3,3991,0,2973,top_aligned,contained_in
184,AF-A0A0B5A8P4-F1-model_v3,AF-X5IFY4-F1-model_v3,3,7614,0,2971,top_aligned,contained_in
185,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SDX2-F1-model_v3,2,9133,0,2970,top_aligned,contained_in
186,AF-A0A0B5A8P4-F1-model_v3,AF-S4UK90-F1-model_v3,2,6041,0,2969,top_aligned,contained_in
187,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CJ56-F1-model_v3,4,1473,0,2969,top_aligned,contained_in
188,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKR7-F1-model_v3,3,6614,0,2967,top_aligned,contained_in
189,AF-A0A0B5A8P4-F1-model_v3,AF-Q45RU9-F1-model_v3,3,2708,0,2965,top_aligned,contained_in
190,AF-A0A0B5A8P4-F1-model_v3,AF-A0A068B2W8-F1-model_v3,2,4115,0,2964,top_aligned,contained_in
191,AF-A0A0B5A8P4-F1-model_v3,AF-R4ILH4-F1-model_v3,2,6296,0,2962,top_aligned,contained_in
192,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U654-F1-model_v3,3,0304,0,2960,top_aligned,contained_in
193,AF-A0A0B5A8P4-F1-model_v3,AF-R4ILB3-F1-model_v3,2,9682,0,2959,top_aligned,contained_in
194,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9I7-F1-model_v3,3,3207,0,2959,top_aligned,contained_in
195,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SCV6-F1-model_v3,3,7225,0,2957,top_aligned,contained_in
196,AF-A0A0B5A8P4-F1-model_v3,AF-M9PN11-F1-model_v3,3,4148,0,2954,top_aligned,contained_in
197,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0F7-F1-model_v3,2,1920,0,2951,top_aligned,contained_in
198,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SER2-F1-model_v3,3,8295,0,2949,top_aligned,contained_in
199,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C297-F1-model_v3,4,3890,0,2948,top_aligned,contained_in
200,AF-A0A0B5A8P4-F1-model_v3,AF-X5IWS1-F1-model_v3,4,1366,0,2948,top_aligned,contained_in
201,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPC4-F1-model_v3,2,9433,0,2948,top_aligned,contained_in
202,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0G9-F1-model_v3,3,6363,0,2948,top_aligned,contained_in
203,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPC2-F1-model_v3,3,9209,0,2947,top_aligned,contained_in
204,AF-A0A0B5A8P4-F1-model_v3,AF-Q9TVQ7-F1-model_v3,3,4143,0,2943,top_aligned,contained_in
205,AF-A0A0B5A8P4-F1-model_v3,AF-H2BK11-F1-model_v3,3,4068,0,2942,top_aligned,contained_in
206,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPE8-F1-model_v3,3,5523,0,2941,top_aligned,contained_in
207,AF-A0A0B5A8P4-F1-model_v3,AF-P0C1N6-F1-model_v3,3,6456,0,2941,top_aligned,contained_in
208,AF-A0A0B5A8P4-F1-model_v3,AF-P0C828-F1-model_v3,3,9595,0,2936,top_aligned,contained_in
209,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSL0-F1-model_v3,3,7048,0,2936,top_aligned,contained_in
210,AF-A0A0B5A8P4-F1-model_v3,AF-W4VRZ0-F1-model_v3,3,7407,0,2935,top_aligned,contained_in
211,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C1Q5-F1-model_v3,5,2263,0,2934,top_aligned,contained_in
212,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJV4-F1-model_v3,2,7996,0,2934,top_aligned,contained_in
213,AF-A0A0B5A8P4-F1-model_v3,AF-F6LPN3-F1-model_v3,3,9586,0,2932,top_aligned,contained_in
214,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SDW3-F1-model_v3,2,0487,0,2932,top_aligned,contained_in
215,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKR0-F1-model_v3,3,8888,0,2926,top_aligned,contained_in
216,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKJ9-F1-model_v3,3,5695,0,2924,top_aligned,contained_in
