n,db_id_1,db_id_2,rmsd,tm_score,q_score,ssap_score,search_mode,search_type
95,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKX0-F1-model_v3,3,9910,0,2872,top_aligned,contained_in
96,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKN8-F1-model_v3,3,9536,0,2869,top_aligned,contained_in
97,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKE5-F1-model_v3,3,3848,0,2856,top_aligned,contained_in
98,AF-A0A0C9SEP5-F1-model_v3,AF-P56633-F1-model_v3,3,5484,0,2849,top_aligned,contained_in
99,AF-A0A0C9SEP5-F1-model_v3,AF-P0C1N7-F1-model_v3,3,4569,0,2848,top_aligned,contained_in
100,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPJ5-F1-model_v3,3,3178,0,2845,top_aligned,contained_in
101,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKL5-F1-model_v3,3,9543,0,2844,top_aligned,contained_in
102,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKG5-F1-model_v3,3,6303,0,2836,top_aligned,contained_in
103,AF-A0A0C9SEP5-F1-model_v3,AF-W4VRZ4-F1-model_v3,4,1095,0,2836,top_aligned,contained_in
104,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPE8-F1-model_v3,3,4462,0,2836,top_aligned,contained_in
105,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0A0VBX4-F1-model_v3,4,7737,0,2828,top_aligned,contained_in
106,AF-A0A0C9SEP5-F1-model_v3,AF-A0A1B3IIZ7-F1-model_v3,4,7463,0,2828,top_aligned,contained_in
107,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKR1-F1-model_v3,3,8000,0,2827,top_aligned,contained_in
108,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPJ0-F1-model_v3,3,5033,0,2814,top_aligned,contained_in
109,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKM4-F1-model_v3,3,6062,0,2811,top_aligned,contained_in
110,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKI9-F1-model_v3,4,0054,0,2804,top_aligned,contained_in
111,AF-A0A0C9SEP5-F1-model_v3,AF-V5V9Y7-F1-model_v3,4,6131,0,2798,top_aligned,contained_in
112,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS42-F1-model_v3,3,1629,0,2797,top_aligned,contained_in
113,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0B5AC95-F1-model_v3,4,6747,0,2793,top_aligned,contained_in
114,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKJ4-F1-model_v3,3,6613,0,2789,top_aligned,contained_in
115,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPJ8-F1-model_v3,3,8848,0,2788,top_aligned,contained_in
116,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKH6-F1-model_v3,3,6190,0,2787,top_aligned,contained_in
117,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSL5-F1-model_v3,3,1071,0,2780,top_aligned,contained_in
118,AF-A0A0C9SEP5-F1-model_v3,AF-A0A142C1B1-F1-model_v3,3,9329,0,2773,top_aligned,contained_in
119,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKQ9-F1-model_v3,3,3851,0,2773,top_aligned,contained_in
120,AF-A0A0C9SEP5-F1-model_v3,AF-J7GY56-F1-model_v3,3,8225,0,2767,top_aligned,contained_in
121,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPH9-F1-model_v3,4,0916,0,2764,top_aligned,contained_in
122,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TW08-F1-model_v3,3,2870,0,2764,top_aligned,contained_in
123,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKV0-F1-model_v3,4,2617,0,2755,top_aligned,contained_in
124,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TVX4-F1-model_v3,3,0094,0,2750,top_aligned,contained_in
125,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPI3-F1-model_v3,3,3876,0,2742,top_aligned,contained_in
126,AF-A0A0C9SEP5-F1-model_v3,AF-P0C1X2-F1-model_v3,4,4522,0,2731,top_aligned,contained_in
127,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS44-F1-model_v3,3,3606,0,2730,top_aligned,contained_in
128,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKT5-F1-model_v3,3,8429,0,2718,top_aligned,contained_in
129,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKE6-F1-model_v3,4,0577,0,2716,top_aligned,contained_in
130,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPI6-F1-model_v3,3,4410,0,2709,top_aligned,contained_in
131,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPI9-F1-model_v3,2,9854,0,2705,top_aligned,contained_in
132,AF-A0A0C9SEP5-F1-model_v3,AF-Q9U657-F1-model_v3,3,3681,0,2699,top_aligned,contained_in
133,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPI5-F1-model_v3,3,6048,0,2691,top_aligned,contained_in
134,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CIH5-F1-model_v3,5,0032,0,2686,top_aligned,contained_in
135,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS03-F1-model_v3,3,8781,0,2685,top_aligned,contained_in
136,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKD2-F1-model_v3,2,6348,0,2681,top_aligned,contained_in
137,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TVQ6-F1-model_v3,2,9249,0,2680,top_aligned,contained_in
138,AF-A0A0C9SEP5-F1-model_v3,AF-Q9XZK4-F1-model_v3,2,8067,0,2679,top_aligned,contained_in
139,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S7A3-F1-model_v3,3,1212,0,2670,top_aligned,contained_in
140,AF-A0A0C9SEP5-F1-model_v3,AF-W4VRZ8-F1-model_v3,3,5394,0,2666,top_aligned,contained_in
141,AF-A0A0C9SEP5-F1-model_v3,AF-X5IWN2-F1-model_v3,4,0202,0,2665,top_aligned,contained_in
142,AF-A0A0C9SEP5-F1-model_v3,AF-P58920-F1-model_v3,3,1759,0,2661,top_aligned,contained_in
143,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9F5-F1-model_v3,3,5316,0,2654,top_aligned,contained_in
144,AF-A0A0C9SEP5-F1-model_v3,AF-A0A2I4QAG8-F1-model_v3,3,1911,0,2640,top_aligned,contained_in
145,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKQ0-F1-model_v3,3,3960,0,2634,top_aligned,contained_in
146,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TVQ7-F1-model_v3,3,5847,0,2633,top_aligned,contained_in
147,AF-A0A0C9SEP5-F1-model_v3,AF-X5IWM7-F1-model_v3,3,4404,0,2627,top_aligned,contained_in
148,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKG1-F1-model_v3,4,2599,0,2621,top_aligned,contained_in
149,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CIE6-F1-model_v3,4,0890,0,2620,top_aligned,contained_in
150,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CJ64-F1-model_v3,3,9581,0,2613,top_aligned,contained_in
151,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CIR2-F1-model_v3,4,4852,0,2607,top_aligned,contained_in
152,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS95-F1-model_v3,4,1309,0,2604,top_aligned,contained_in
153,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TVK3-F1-model_v3,3,1050,0,2602,top_aligned,contained_in
154,AF-A0A0C9SEP5-F1-model_v3,AF-H2BJY3-F1-model_v3,3,8147,0,2600,top_aligned,contained_in
155,AF-A0A0C9SEP5-F1-model_v3,AF-P28880-F1-model_v3,4,2598,0,2600,top_aligned,contained_in
156,AF-A0A0C9SEP5-F1-model_v3,AF-X5IWU3-F1-model_v3,4,8530,0,2599,top_aligned,contained_in
157,AF-A0A0C9SEP5-F1-model_v3,AF-A0A679Q474-F1-model_v3,2,7211,0,2596,top_aligned,contained_in
158,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2X0-F1-model_v3,3,7864,0,2590,top_aligned,contained_in
159,AF-A0A0C9SEP5-F1-model_v3,AF-R4IKQ9-F1-model_v3,3,3086,0,2586,top_aligned,contained_in
160,AF-A0A0C9SEP5-F1-model_v3,AF-Q9UA85-F1-model_v3,3,8092,0,2570,top_aligned,contained_in
161,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPH6-F1-model_v3,3,7727,0,2552,top_aligned,contained_in
162,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJV6-F1-model_v3,2,8771,0,2550,top_aligned,contained_in
163,AF-A0A0C9SEP5-F1-model_v3,AF-P0C248-F1-model_v3,3,0482,0,2549,top_aligned,contained_in
164,AF-A0A0C9SEP5-F1-model_v3,AF-Q9N6A4-F1-model_v3,4,0751,0,2543,top_aligned,contained_in
165,AF-A0A0C9SEP5-F1-model_v3,AF-P58786-F1-model_v3,3,7845,0,2540,top_aligned,contained_in
166,AF-A0A0C9SEP5-F1-model_v3,AF-H2BK52-F1-model_v3,3,5151,0,2536,top_aligned,contained_in
167,AF-A0A0C9SEP5-F1-model_v3,AF-H2BJZ9-F1-model_v3,3,3761,0,2534,top_aligned,contained_in
168,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S5R7-F1-model_v3,4,5114,0,2528,top_aligned,contained_in
169,AF-A0A0C9SEP5-F1-model_v3,AF-Q9UA93-F1-model_v3,3,3657,0,2528,top_aligned,contained_in
170,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS70-F1-model_v3,5,1705,0,2524,top_aligned,contained_in
171,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TVY1-F1-model_v3,4,1561,0,2520,top_aligned,contained_in
172,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0U5-F1-model_v3,2,5051,0,2513,top_aligned,contained_in
173,AF-A0A0C9SEP5-F1-model_v3,AF-X5IFW1-F1-model_v3,3,4995,0,2510,top_aligned,contained_in
174,AF-A0A0C9SEP5-F1-model_v3,AF-R4ILA3-F1-model_v3,3,1787,0,2506,top_aligned,contained_in
175,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJR2-F1-model_v3,3,9578,0,2505,top_aligned,contained_in
176,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CJ66-F1-model_v3,3,4404,0,2502,top_aligned,contained_in
177,AF-A0A0C9SEP5-F1-model_v3,AF-R4IKR1-F1-model_v3,3,1759,0,2501,top_aligned,contained_in
178,AF-A0A0C9SEP5-F1-model_v3,AF-R4IKA1-F1-model_v3,2,9582,0,2499,top_aligned,contained_in
179,AF-A0A0C9SEP5-F1-model_v3,AF-A0A2L2P6T1-F1-model_v3,4,1268,0,2492,top_aligned,contained_in
180,AF-A0A0C9SEP5-F1-model_v3,AF-X5IGT8-F1-model_v3,3,9108,0,2485,top_aligned,contained_in
181,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSG1-F1-model_v3,2,9614,0,2483,top_aligned,contained_in
182,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K8TTT8-F1-model_v3,3,2844,0,2480,top_aligned,contained_in
183,AF-A0A0C9SEP5-F1-model_v3,AF-A6YR21-F1-model_v3,4,3583,0,2473,top_aligned,contained_in
184,AF-A0A0C9SEP5-F1-model_v3,AF-Q9UA95-F1-model_v3,2,6614,0,2471,top_aligned,contained_in
185,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0V2-F1-model_v3,3,0475,0,2465,top_aligned,contained_in
186,AF-A0A0C9SEP5-F1-model_v3,AF-S6CPX4-F1-model_v3,3,8401,0,2465,top_aligned,contained_in
187,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9F9-F1-model_v3,4,2004,0,2461,top_aligned,contained_in
188,AF-A0A0C9SEP5-F1-model_v3,AF-Q9UA86-F1-model_v3,3,7998,0,2457,top_aligned,contained_in
189,AF-A0A0C9SEP5-F1-model_v3,AF-Q9N669-F1-model_v3,3,8178,0,2456,top_aligned,contained_in
190,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSA4-F1-model_v3,3,0228,0,2452,top_aligned,contained_in
191,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0P0CQR9-F1-model_v3,3,9584,0,2441,top_aligned,contained_in
192,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSG2-F1-model_v3,3,4869,0,2440,top_aligned,contained_in
193,AF-A0A0C9SEP5-F1-model_v3,AF-Q3YEE0-F1-model_v3,3,0860,0,2429,top_aligned,contained_in
194,AF-A0A0C9SEP5-F1-model_v3,AF-A0A2I6EDN5-F1-model_v3,4,7513,0,2428,top_aligned,contained_in
195,AF-A0A0C9SEP5-F1-model_v3,AF-H2BK18-F1-model_v3,4,5013,0,2422,top_aligned,contained_in
196,AF-A0A0C9SEP5-F1-model_v3,AF-Q9UA91-F1-model_v3,3,6166,0,2413,top_aligned,contained_in
197,AF-A0A0C9SEP5-F1-model_v3,AF-E3PQQ8-F1-model_v3,4,4638,0,2393,top_aligned,contained_in
198,AF-A0A0C9SEP5-F1-model_v3,AF-A0A1P8NVR5-F1-model_v3,3,3866,0,2388,top_aligned,contained_in
199,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SDY7-F1-model_v3,2,6695,0,2387,top_aligned,contained_in
200,AF-A0A0C9SEP5-F1-model_v3,AF-X5IWM4-F1-model_v3,3,6666,0,2384,top_aligned,contained_in
201,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKW4-F1-model_v3,3,3460,0,2373,top_aligned,contained_in
202,AF-A0A0C9SEP5-F1-model_v3,AF-X5IFY8-F1-model_v3,2,8759,0,2359,top_aligned,contained_in
203,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CIS1-F1-model_v3,3,6256,0,2357,top_aligned,contained_in
204,AF-A0A0C9SEP5-F1-model_v3,AF-U6C2G2-F1-model_v3,2,6448,0,2357,top_aligned,contained_in
205,AF-A0A0C9SEP5-F1-model_v3,AF-X5IFY4-F1-model_v3,3,9813,0,2356,top_aligned,contained_in
206,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS01-F1-model_v3,3,1594,0,2350,top_aligned,contained_in
207,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSL2-F1-model_v3,4,8232,0,2347,top_aligned,contained_in
208,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSL7-F1-model_v3,3,0091,0,2342,top_aligned,contained_in
209,AF-A0A0C9SEP5-F1-model_v3,AF-P07231-F1-model_v3,3,1172,0,2340,top_aligned,contained_in
210,AF-A0A0C9SEP5-F1-model_v3,AF-U6C1Y3-F1-model_v3,2,8449,0,2327,top_aligned,contained_in
211,AF-A0A0C9SEP5-F1-model_v3,AF-A0A1P8NVU0-F1-model_v3,3,4950,0,2323,top_aligned,contained_in
212,AF-A0A0C9SEP5-F1-model_v3,AF-A0A142C1Q4-F1-model_v3,3,3423,0,2322,top_aligned,contained_in
213,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9P9-F1-model_v3,4,5545,0,2313,top_aligned,contained_in
214,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9Y7-F1-model_v3,3,9645,0,2311,top_aligned,contained_in
215,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0B5-F1-model_v3,4,3625,0,2307,top_aligned,contained_in
216,AF-A0A0C9SEP5-F1-model_v3,AF-H2BK15-F1-model_v3,3,8402,0,2305,top_aligned,contained_in
